OrderID,CustomerID,OrderDate,ShipDate,TotalAmount,PaymentMethod
189681,974973,2020-06-06,2022-05-31,1856.64,PayPal
409957,402805,2021-10-18,2023-07-08,1921.33,PayPal
744196,213532,2021-08-03,2023-10-24,1020.4,Credit Card
754943,243638,2019-11-05,2024-08-07,577.73,Credit Card
687914,679071,2022-11-08,2023-10-19,221.04,PayPal
723808,944375,2019-10-19,2023-06-18,743.75,Credit Card
261610,756377,2023-08-03,2023-12-07,1943.73,Wire Transfer
417850,530836,2020-12-19,2023-02-10,1162.98,PayPal
569226,428530,2023-07-17,2023-12-23,1012.69,PayPal
931563,842873,2020-08-03,2021-04-22,1340.38,Wire Transfer
316196,535929,2020-09-21,2021-01-05,980.76,PayPal
677734,237853,2023-07-24,2024-06-22,1941.29,PayPal
705025,349215,2021-06-06,2024-04-10,471.48,PayPal
825160,217318,2023-10-10,2024-03-23,538.08,PayPal
110995,437152,2023-10-08,2024-07-08,1854.64,PayPal
586602,710965,2022-04-07,2023-02-09,772.15,Credit Card
252232,799130,2023-06-15,2024-04-05,799.35,PayPal
368589,107908,2024-04-20,2024-07-12,1849.44,Credit Card
680555,371657,2023-11-30,2024-02-01,924.76,PayPal
952029,155618,2019-09-02,2023-10-10,778.86,Credit Card
229954,950532,2020-04-22,2023-09-17,93.75,Credit Card
441254,155396,2020-03-09,2022-12-27,1495.1,Wire Transfer
667568,702522,2022-02-04,2022-02-16,458.29,Credit Card
994844,749192,2021-08-01,2022-02-19,465.69,Wire Transfer
266286,822132,2023-08-17,2023-11-28,50.08,Credit Card
698718,928827,2021-12-28,2023-09-30,1751.06,Credit Card
203677,728960,2022-06-27,2023-07-23,385.34,Credit Card
889828,709178,2021-04-26,2022-04-09,1467.7,PayPal
320616,958880,2019-09-27,2021-11-22,1859.63,Credit Card
339397,102839,2019-12-30,2023-09-28,888.5,PayPal
266644,106378,2021-10-02,2023-06-17,1249.39,Wire Transfer
726800,565493,2022-10-07,2022-11-11,1109.82,Wire Transfer
376465,292618,2022-07-17,2023-09-06,1588.79,PayPal
922952,642526,2023-06-29,2023-07-24,1166.72,Credit Card
710687,898081,2022-07-17,2023-02-28,617.87,PayPal
873411,469748,2022-04-26,2023-01-04,1006.44,Wire Transfer
770437,452534,2019-12-11,2024-08-18,1220.96,Credit Card
748313,623506,2020-05-09,2024-01-22,1718.98,Credit Card
407236,235421,2021-05-04,2022-08-31,1060.29,PayPal
266653,586493,2019-10-29,2020-01-10,316.51,PayPal
311496,588815,2021-09-02,2023-06-05,736.64,PayPal
503634,430681,2023-06-08,2024-01-23,1975.0,PayPal
871245,793925,2022-09-11,2023-01-21,1362.83,Credit Card
140504,883569,2019-11-07,2023-12-06,1750.45,Credit Card
574236,249767,2023-09-20,2024-03-21,1492.9,Credit Card
107858,838550,2024-03-16,2024-08-29,1745.11,Credit Card
359824,927265,2022-10-10,2024-07-25,749.63,Wire Transfer
564857,541807,2021-12-03,2024-03-09,712.09,PayPal
975849,322503,2021-07-20,2021-12-08,136.78,PayPal
571241,688675,2024-01-09,2024-01-17,1482.8,PayPal
579743,827221,2021-07-31,2024-03-23,601.04,Credit Card
835043,148503,2022-06-28,2022-12-22,114.57,Credit Card
149369,393760,2023-05-03,2024-05-05,305.96,Wire Transfer
964483,325287,2020-03-23,2023-08-17,137.99,Credit Card
913411,386472,2020-07-20,2023-01-01,1831.28,Wire Transfer
550806,950059,2022-12-04,2024-02-01,269.63,Wire Transfer
313657,485730,2024-06-16,2024-06-29,1836.15,Credit Card
624295,158896,2023-07-26,2024-06-07,1704.77,Wire Transfer
815792,185430,2021-07-08,2024-06-28,1220.48,Credit Card
941252,318988,2023-06-17,2024-09-07,1183.56,PayPal
571088,141635,2024-06-17,2024-06-17,913.1,Credit Card
789181,646592,2020-01-28,2022-04-24,490.73,Wire Transfer
429575,930274,2023-09-15,2024-06-22,706.28,PayPal
123622,356397,2023-04-02,2023-12-08,1120.55,PayPal
746071,806676,2024-07-01,2024-08-27,1187.76,PayPal
989341,472402,2022-11-16,2024-06-20,861.89,PayPal
892857,807394,2023-02-14,2023-04-04,923.31,Credit Card
932991,398052,2020-11-09,2024-06-05,1461.48,Wire Transfer
270590,365079,2022-03-27,2024-08-01,1806.3,Credit Card
373011,629562,2023-02-24,2024-01-22,251.81,Credit Card
280914,711465,2021-01-08,2023-06-17,940.13,Credit Card
599420,452291,2020-01-31,2022-02-14,1167.5,Credit Card
762464,148414,2023-03-04,2023-07-01,416.0,Wire Transfer
468033,540744,2023-09-28,2024-03-07,1528.65,PayPal
964455,617362,2024-04-30,2024-06-16,877.4,Credit Card
735553,340918,2024-04-09,2024-06-27,1044.25,Wire Transfer
881398,895483,2021-11-26,2023-06-30,1787.38,Credit Card
548534,933280,2023-01-28,2024-08-11,680.54,Wire Transfer
431707,756821,2024-07-28,2024-08-13,827.93,Wire Transfer
331609,846132,2023-03-16,2023-05-06,478.36,PayPal
631116,902359,2020-06-30,2023-05-27,1314.96,Wire Transfer
293049,951188,2024-01-07,2024-08-10,157.04,Credit Card
265333,659232,2024-04-23,2024-06-03,965.39,Wire Transfer
843235,585864,2021-08-13,2022-09-22,1331.46,Wire Transfer
210521,561838,2021-01-31,2023-08-04,802.28,PayPal
767513,742567,2021-11-18,2022-09-29,1455.73,Wire Transfer
276419,825367,2024-01-26,2024-07-02,650.63,Credit Card
608076,198167,2022-02-22,2023-06-14,1143.09,Credit Card
670629,472087,2023-10-14,2024-08-20,1107.3,Credit Card
819838,249351,2021-10-13,2024-04-01,1626.11,PayPal
889576,512784,2021-06-05,2022-12-15,1729.25,Wire Transfer
757126,783010,2021-02-21,2022-04-18,1220.18,Wire Transfer
621388,342805,2021-12-10,2023-04-01,598.79,Credit Card
634425,552324,2020-02-25,2021-12-26,1509.29,PayPal
541196,940637,2022-10-29,2023-09-14,1664.02,Credit Card
941156,430974,2023-11-18,2024-08-05,723.73,PayPal
961775,288468,2023-08-11,2024-06-04,1045.22,Credit Card
940794,562447,2022-09-26,2023-02-12,1020.76,Wire Transfer
373850,966905,2022-07-11,2024-06-06,1876.09,Wire Transfer
585573,826744,2024-02-16,2024-03-15,1877.17,Credit Card
976542,139171,2020-12-14,2022-04-03,1363.3,Wire Transfer
678836,590225,2019-08-21,2022-12-16,1423.54,Credit Card
338946,649589,2021-07-11,2021-08-30,1575.12,PayPal
410363,442581,2023-05-17,2024-06-10,1160.48,Wire Transfer
620650,769532,2022-08-20,2024-03-18,1995.88,Wire Transfer
649832,242984,2020-09-07,2022-07-21,837.74,Wire Transfer
750669,324823,2020-03-01,2020-12-24,1814.41,Credit Card
568554,210104,2021-07-06,2023-01-22,692.45,PayPal
945575,597378,2021-11-29,2024-05-29,929.38,PayPal
873805,154465,2019-09-30,2023-07-11,1322.08,Wire Transfer
785244,453754,2022-08-03,2023-10-14,615.34,PayPal
211885,846670,2021-01-27,2024-08-05,1001.26,Wire Transfer
118288,491662,2019-12-19,2022-05-29,1227.97,Wire Transfer
321576,839583,2021-03-24,2022-01-02,1780.09,Wire Transfer
745229,752304,2024-05-11,2024-08-01,711.94,Wire Transfer
568131,854931,2021-07-19,2024-05-05,632.81,Credit Card
132986,116432,2021-08-04,2023-06-30,415.34,PayPal
238398,735803,2021-03-14,2023-12-07,758.95,PayPal
224700,673992,2021-04-17,2022-04-23,372.8,Credit Card
130324,279915,2021-07-21,2023-06-24,293.43,PayPal
100909,404147,2023-04-12,2024-09-10,506.26,Credit Card
565792,562705,2023-10-27,2024-03-24,309.73,Wire Transfer
130688,848447,2020-02-16,2020-11-27,1511.13,Wire Transfer
256185,699930,2023-01-06,2023-10-25,139.65,Wire Transfer
464209,220987,2021-10-28,2022-01-06,837.36,Credit Card
139641,969213,2021-06-29,2021-12-06,1170.08,PayPal
966475,811469,2021-04-07,2024-06-01,987.8,Wire Transfer
571685,804646,2021-10-24,2022-09-30,1794.29,PayPal
886642,672411,2020-04-10,2021-08-07,859.4,Credit Card
305797,531345,2022-08-25,2023-03-10,814.22,PayPal
475033,241404,2020-06-03,2021-08-14,448.44,Credit Card
396577,132533,2023-04-17,2024-04-10,1111.28,Credit Card
502569,284575,2022-05-30,2022-11-01,494.18,Wire Transfer
727792,344110,2019-09-28,2020-03-13,295.64,Wire Transfer
619740,584448,2020-03-21,2022-09-13,739.37,PayPal
432346,747265,2023-07-01,2023-10-21,402.09,Wire Transfer
481461,336128,2020-06-01,2020-11-03,70.6,Wire Transfer
594986,399129,2020-10-03,2022-10-12,1843.48,Credit Card
257923,349494,2023-05-02,2023-11-02,668.64,PayPal
856921,848193,2022-03-25,2023-09-30,704.02,Wire Transfer
186639,465053,2022-10-07,2023-11-30,1420.04,Wire Transfer
231665,827326,2020-08-24,2020-12-18,1836.73,PayPal
753040,443143,2021-10-21,2024-04-04,1933.98,Wire Transfer
826733,263463,2023-10-12,2024-04-09,128.77,Credit Card
733387,216187,2021-10-21,2021-11-10,784.04,Credit Card
996384,915175,2023-12-17,2024-06-01,814.76,Credit Card
304709,246586,2020-07-24,2021-03-09,1203.25,PayPal
828739,831205,2023-09-05,2024-08-26,156.71,Credit Card
940957,201534,2019-10-09,2023-02-22,1764.17,Credit Card
178846,730524,2024-04-23,2024-06-04,597.24,Credit Card
497618,648595,2022-04-24,2023-08-28,1781.82,Credit Card
507552,315865,2020-12-07,2021-09-30,352.9,Credit Card
491881,750065,2019-11-18,2023-05-14,1348.49,PayPal
488310,614508,2023-01-05,2023-10-16,301.55,PayPal
519591,614390,2020-05-23,2023-04-07,205.24,PayPal
949908,758436,2023-07-17,2023-10-14,1198.77,PayPal
972040,581154,2022-01-01,2022-01-14,1450.93,Wire Transfer
827793,141779,2023-05-31,2024-06-10,739.02,PayPal
369679,378596,2023-03-05,2023-11-26,584.22,Credit Card
680538,966324,2022-08-28,2024-03-24,637.62,PayPal
885463,279824,2023-11-06,2024-07-15,925.0,Wire Transfer
502892,510760,2020-02-12,2023-11-17,42.12,Wire Transfer
794837,375604,2020-12-04,2023-08-08,1748.21,PayPal
586751,661703,2020-05-23,2021-03-14,235.44,PayPal
360416,129827,2022-12-13,2022-12-16,194.54,Credit Card
848855,719937,2022-09-24,2023-04-13,1840.37,Credit Card
173315,423943,2020-09-20,2023-07-18,156.24,Wire Transfer
369566,165586,2022-12-18,2024-08-30,1085.9,PayPal
644715,806066,2020-08-26,2022-06-30,1735.87,Wire Transfer
435493,920972,2023-05-25,2023-09-25,696.09,PayPal
672124,189874,2022-11-10,2023-10-03,1895.38,PayPal
362935,680944,2019-10-27,2024-07-15,1567.91,Wire Transfer
153805,623450,2022-04-17,2023-07-29,306.98,Credit Card
446512,377834,2024-05-05,2024-05-13,1165.42,PayPal
541751,488612,2022-07-14,2024-07-10,1684.45,Wire Transfer
157343,390540,2020-02-01,2022-07-17,1671.23,Credit Card
440021,970819,2020-08-21,2020-10-19,37.4,Wire Transfer
305595,806219,2021-12-18,2024-01-17,1837.76,Wire Transfer
776968,442224,2021-02-03,2023-10-02,1734.73,Credit Card
581199,286752,2019-09-14,2024-03-30,1229.29,Credit Card
881544,369091,2019-10-19,2020-05-30,169.02,Wire Transfer
380031,523228,2021-10-26,2022-03-02,289.98,Credit Card
981391,938069,2022-07-13,2023-08-22,907.65,PayPal
480194,565477,2024-04-20,2024-06-08,1377.7,PayPal
579056,148339,2022-08-19,2024-09-07,1782.75,Credit Card
732254,469381,2021-05-27,2022-03-15,1660.02,Wire Transfer
986037,622006,2021-05-19,2024-09-05,1452.39,PayPal
256017,964054,2023-09-19,2024-03-28,1691.7,PayPal
142257,446409,2024-03-06,2024-06-02,1937.68,Wire Transfer
574887,665877,2022-03-16,2023-08-03,140.0,PayPal
278080,736823,2021-03-28,2023-01-31,1221.13,PayPal
531917,783194,2020-03-01,2021-05-10,750.97,PayPal
378275,795913,2021-01-06,2024-02-18,210.03,Credit Card
714121,189732,2023-01-17,2024-09-08,416.45,Wire Transfer
569778,552211,2023-02-10,2024-01-31,1129.73,PayPal
414316,421707,2020-12-09,2021-06-01,344.26,Wire Transfer
826853,567719,2022-05-13,2022-12-17,317.76,Credit Card
862556,254162,2022-04-09,2023-05-30,1782.16,PayPal
504331,146990,2019-12-13,2020-06-16,1262.09,Wire Transfer
788567,435409,2020-02-18,2021-12-05,1586.92,PayPal
730191,749850,2022-10-12,2023-03-01,733.46,Wire Transfer
408824,939416,2020-08-30,2021-05-19,1155.69,PayPal
471740,309622,2024-07-07,2024-07-08,1392.92,PayPal
585195,373331,2022-08-23,2022-12-28,652.59,PayPal
502493,573901,2022-10-27,2023-12-11,1074.99,Wire Transfer
772635,145664,2023-07-16,2024-06-27,187.22,Credit Card
736201,559843,2021-09-05,2023-09-18,550.26,PayPal
398918,319104,2022-08-27,2024-09-07,1866.17,Wire Transfer
736097,592467,2020-12-28,2023-05-01,300.24,Credit Card
862967,519788,2023-05-20,2023-10-18,1046.9,Wire Transfer
611646,818406,2024-04-08,2024-08-09,53.99,Credit Card
205030,135543,2020-12-03,2021-07-15,1809.57,PayPal
310618,334078,2022-05-14,2023-04-18,335.09,Wire Transfer
946356,649771,2021-03-07,2022-07-18,526.99,Wire Transfer
678295,578101,2019-10-30,2022-12-26,1559.71,Credit Card
282870,374081,2023-02-16,2024-01-15,1434.25,Wire Transfer
378922,826377,2023-02-21,2024-08-22,811.26,Credit Card
784528,943844,2023-06-03,2024-01-02,870.41,Credit Card
852233,930080,2021-05-20,2024-01-05,379.55,Wire Transfer
358542,874490,2021-08-05,2021-11-11,1726.58,Credit Card
485188,340074,2023-05-11,2024-02-18,1685.39,Wire Transfer
559244,218254,2021-01-03,2021-11-08,687.15,PayPal
117759,278404,2020-09-16,2021-09-07,401.36,Wire Transfer
823031,564291,2022-04-28,2024-06-05,467.55,Wire Transfer
849640,236580,2021-09-07,2022-09-14,1292.68,Credit Card
725429,298320,2022-05-15,2023-07-12,901.05,Wire Transfer
765717,663060,2022-07-31,2022-09-24,156.56,PayPal
790027,473324,2023-12-06,2023-12-06,473.08,PayPal
554315,963710,2024-07-28,2024-08-09,945.36,Credit Card
432094,690131,2019-09-02,2024-07-10,414.94,Wire Transfer
785281,262254,2020-06-21,2021-04-08,1494.45,Credit Card
905573,807014,2019-08-31,2022-11-19,996.75,Credit Card
102737,182985,2023-10-16,2024-08-25,901.92,Wire Transfer
189474,988828,2024-01-21,2024-05-02,1726.74,PayPal
780905,114528,2020-08-25,2020-12-20,1256.74,Wire Transfer
426477,512144,2021-10-18,2022-06-14,1539.99,Credit Card
676862,954315,2019-12-20,2021-03-24,1051.73,Wire Transfer
405332,857829,2022-08-12,2022-08-14,1783.73,PayPal
660409,831391,2023-10-26,2024-06-22,1032.34,Credit Card
585134,591208,2019-11-23,2022-07-12,1102.68,Credit Card
172847,379947,2021-05-10,2022-02-25,1242.71,PayPal
108294,875190,2024-05-31,2024-07-15,1728.06,Wire Transfer
380317,948223,2023-01-26,2024-04-16,1271.95,Credit Card
321374,558460,2024-04-11,2024-04-19,1031.48,PayPal
964115,979162,2022-04-23,2022-07-15,71.29,Wire Transfer
403645,359411,2023-05-28,2023-09-30,1200.2,Credit Card
745177,427355,2022-10-01,2024-02-15,38.4,Credit Card
739928,821232,2022-10-30,2023-11-12,1521.74,Wire Transfer
207578,861094,2023-05-06,2024-06-18,1712.51,Wire Transfer
408015,414409,2023-01-19,2023-12-13,836.79,Credit Card
127633,442112,2023-05-18,2024-07-09,264.45,Wire Transfer
273516,576435,2023-12-03,2024-04-14,1218.89,PayPal
566672,812635,2019-12-08,2020-03-04,177.33,PayPal
456921,167000,2021-05-30,2023-06-28,1473.61,Credit Card
881205,411944,2019-09-18,2019-12-31,1256.23,PayPal
956310,251043,2023-11-20,2024-08-01,1300.91,Wire Transfer
759884,761045,2019-12-18,2020-04-14,874.93,Credit Card
705057,288692,2022-12-16,2024-07-30,961.87,PayPal
500024,364481,2022-01-22,2024-08-20,1760.66,PayPal
463940,617509,2020-09-23,2022-05-30,1310.78,Wire Transfer
921785,974262,2022-04-13,2023-10-11,94.79,Credit Card
841489,937063,2019-11-24,2022-03-10,71.36,Credit Card
572914,303992,2022-08-10,2023-10-16,772.47,Credit Card
632578,413646,2024-06-06,2024-09-07,1825.47,PayPal
535241,886725,2020-08-14,2022-11-13,717.0,PayPal
664054,538638,2022-06-18,2024-08-24,1653.62,Wire Transfer
151968,910877,2022-10-29,2024-08-26,930.28,Credit Card
849352,604331,2021-03-30,2021-10-14,1569.66,Wire Transfer
103226,191948,2021-01-29,2022-06-04,796.15,Wire Transfer
660690,687514,2023-12-07,2024-03-16,606.22,PayPal
163909,870337,2024-01-13,2024-04-14,594.46,PayPal
544405,150690,2020-09-25,2024-05-26,603.2,Wire Transfer
129746,725703,2020-09-25,2024-01-10,1844.15,Wire Transfer
722270,820220,2020-01-11,2020-05-07,1283.74,Credit Card
461871,340296,2023-10-18,2024-08-03,862.79,Credit Card
200477,582557,2020-03-13,2021-03-06,1366.67,PayPal
934520,198068,2022-02-14,2024-08-09,1673.84,Wire Transfer
651954,521438,2021-07-16,2023-02-04,1320.11,Wire Transfer
405083,680889,2021-09-23,2023-12-09,411.86,Wire Transfer
842724,364175,2021-12-06,2022-09-06,1022.56,Credit Card
398948,239954,2020-07-18,2021-08-09,661.41,Wire Transfer
695974,168451,2024-07-29,2024-09-09,725.92,PayPal
296472,961880,2020-01-12,2020-05-11,400.99,Wire Transfer
103304,747738,2021-11-23,2024-04-01,1286.14,Wire Transfer
910001,813383,2023-10-03,2024-09-08,517.61,Credit Card
862419,641536,2024-08-02,2024-09-08,713.65,Wire Transfer
364458,669814,2023-12-25,2024-02-05,1073.94,Credit Card
205101,507253,2023-08-09,2024-04-07,738.35,Credit Card
145385,208869,2023-06-21,2024-03-27,655.1,Wire Transfer
908423,810589,2020-05-11,2023-10-16,373.55,PayPal
418494,673529,2023-11-12,2024-08-30,453.21,Credit Card
779564,257846,2021-03-01,2023-03-16,1235.89,PayPal
529953,610661,2023-09-24,2024-02-01,1228.64,Wire Transfer
563324,802215,2022-04-22,2023-08-25,1699.02,Wire Transfer
591056,710978,2019-08-26,2023-06-25,1729.22,Credit Card
483167,168043,2024-02-06,2024-03-14,475.75,Wire Transfer
146197,925057,2021-10-08,2024-08-20,436.23,PayPal
372154,834693,2022-07-06,2024-05-07,1737.26,Wire Transfer
298248,906309,2021-05-28,2023-09-07,665.21,Wire Transfer
462399,113567,2021-01-11,2022-02-09,254.4,Credit Card
807288,357909,2023-09-30,2024-04-23,1976.42,Wire Transfer
981073,285723,2021-08-26,2023-03-02,1004.1,Credit Card
569127,130668,2020-03-01,2022-10-19,964.8,Wire Transfer
524746,982955,2022-06-26,2024-02-06,740.93,Wire Transfer
831977,753052,2021-03-31,2022-09-23,1114.75,Wire Transfer
927273,433071,2021-11-05,2022-04-11,841.16,Credit Card
581565,902304,2023-03-08,2023-12-02,1639.4,PayPal
163353,236369,2022-02-10,2023-09-11,1084.65,Wire Transfer
867732,121426,2021-09-05,2023-09-20,57.79,Wire Transfer
801674,641475,2021-09-03,2023-01-10,876.9,Wire Transfer
156360,922113,2021-02-20,2023-08-12,775.52,PayPal
945828,170102,2022-07-12,2024-05-12,410.92,PayPal
386307,980727,2021-06-06,2022-05-19,1421.98,PayPal
563421,550018,2020-11-27,2023-06-29,1015.54,PayPal
178097,900930,2020-12-06,2023-11-10,244.79,PayPal
790152,520547,2021-08-31,2024-06-17,1673.95,Wire Transfer
825631,157983,2022-02-08,2023-09-12,148.89,Wire Transfer
296686,482799,2023-02-11,2023-12-17,110.77,PayPal
701278,593776,2022-02-26,2022-09-19,1152.65,Credit Card
340802,909177,2021-11-26,2024-02-15,1548.87,Wire Transfer
474070,675002,2023-05-04,2024-07-04,322.79,PayPal
351569,837771,2023-08-04,2024-03-05,45.89,Wire Transfer
461196,987000,2022-02-23,2022-04-11,1048.13,Credit Card
988841,457124,2021-12-21,2024-04-06,99.87,PayPal
680457,467223,2024-05-11,2024-08-10,1765.64,PayPal
666188,617276,2022-02-04,2024-08-26,102.5,PayPal
833172,325968,2020-01-14,2024-06-24,59.43,PayPal
238851,670959,2021-02-09,2023-02-25,878.16,PayPal
994492,587800,2022-06-08,2023-06-20,324.47,Wire Transfer
272202,123014,2020-03-01,2020-10-04,711.18,Wire Transfer
446569,891133,2020-05-11,2022-09-07,1359.42,Credit Card
257892,356054,2021-09-09,2024-08-31,490.08,PayPal
608110,109579,2019-11-04,2020-02-17,1753.38,Credit Card
615303,850090,2020-06-18,2022-08-12,837.57,Credit Card
278030,883348,2021-09-15,2023-08-22,382.73,Credit Card
918979,268099,2019-09-29,2024-04-29,1280.59,Credit Card
315301,889420,2020-03-03,2021-09-13,1643.31,PayPal
632639,857400,2019-09-09,2019-12-20,1659.22,Credit Card
753455,341412,2020-08-15,2024-04-19,1737.65,PayPal
548281,844828,2020-08-25,2020-09-06,1274.45,Credit Card
502880,169793,2024-07-20,2024-09-10,1703.02,PayPal
780702,404509,2020-07-04,2024-03-20,1989.24,PayPal
117963,109599,2021-02-13,2023-12-02,504.44,Credit Card
860323,159388,2020-09-04,2020-12-01,1238.63,Wire Transfer
570130,478184,2024-05-13,2024-06-08,1293.75,Credit Card
246773,954418,2021-12-14,2022-02-03,243.94,Credit Card
789974,424298,2020-07-28,2022-11-26,1079.47,Credit Card
216053,499498,2021-08-06,2022-06-25,965.65,Credit Card
986161,644385,2020-11-29,2024-09-04,704.65,PayPal
573916,273922,2021-06-02,2024-07-31,1484.65,Credit Card
852089,880413,2024-06-07,2024-08-19,94.81,Wire Transfer
309339,640671,2023-08-19,2023-10-06,1176.18,Wire Transfer
753431,534597,2022-06-06,2023-05-21,806.36,Wire Transfer
537862,154318,2023-08-13,2024-03-11,1207.84,PayPal
202855,964176,2022-07-16,2023-06-24,1825.47,PayPal
611911,978338,2021-05-09,2024-01-31,163.46,Credit Card
768277,272320,2020-07-08,2022-04-15,631.71,Wire Transfer
882861,388169,2023-09-27,2024-05-30,561.02,Wire Transfer
804102,132142,2023-01-03,2023-06-15,753.86,Credit Card
340018,754786,2020-06-23,2024-04-05,976.02,Wire Transfer
920308,205135,2021-04-14,2021-11-17,723.13,PayPal
433724,837648,2020-06-15,2022-03-18,756.24,Credit Card
192149,349641,2021-11-18,2022-12-17,1150.35,PayPal
373322,941206,2023-11-18,2024-01-07,150.85,Credit Card
763574,860737,2022-08-28,2024-03-27,963.11,PayPal
889178,276231,2021-11-23,2021-12-28,817.1,Wire Transfer
111519,251614,2024-03-01,2024-03-19,1994.23,Credit Card
296652,816006,2021-02-15,2023-03-14,38.43,Credit Card
510827,657073,2019-10-21,2022-08-31,1329.12,Wire Transfer
436607,749293,2021-10-06,2022-03-27,110.35,Credit Card
985017,236018,2023-05-27,2023-05-29,552.27,Credit Card
486237,413754,2023-03-06,2024-08-14,1976.89,Wire Transfer
103916,517057,2023-05-19,2023-06-14,811.66,PayPal
199052,268518,2021-06-22,2024-01-31,1298.56,Wire Transfer
432259,801511,2022-07-31,2024-05-16,208.58,PayPal
737096,469683,2022-05-23,2024-05-07,79.51,Wire Transfer
881831,972359,2022-11-03,2023-06-15,746.58,PayPal
880577,350421,2021-12-12,2024-09-05,1906.25,Wire Transfer
177809,117311,2020-07-13,2024-04-26,754.89,PayPal
171717,988548,2020-08-15,2023-07-06,1882.99,Wire Transfer
634037,841419,2022-12-12,2024-08-13,403.0,Credit Card
389217,407566,2024-02-19,2024-05-02,1102.17,Credit Card
399776,332091,2022-02-13,2023-03-25,377.81,Credit Card
171604,850783,2022-05-15,2024-01-15,1141.61,PayPal
731392,946123,2020-08-01,2022-08-20,71.46,Credit Card
553034,533040,2022-07-08,2022-10-15,1608.05,Credit Card
907417,119891,2022-04-02,2024-03-04,463.7,Credit Card
389078,234880,2023-12-10,2024-04-26,727.82,Credit Card
611188,593781,2022-12-03,2024-01-12,1220.74,PayPal
533323,203890,2019-11-26,2021-05-11,671.14,PayPal
128053,967401,2020-11-25,2021-04-13,1102.88,Credit Card
793309,667351,2023-06-14,2024-04-01,1150.35,Credit Card
964420,719319,2021-01-17,2023-12-10,88.85,PayPal
130855,270827,2022-09-08,2024-04-23,1453.0,PayPal
782751,234957,2021-04-27,2024-02-28,502.74,Wire Transfer
167908,749782,2024-07-25,2024-09-11,1599.35,Wire Transfer
751158,411921,2022-12-27,2023-06-20,1129.34,Credit Card
235245,624280,2019-09-14,2020-11-09,507.99,PayPal
781278,434489,2020-06-11,2023-08-28,1466.24,Credit Card
181611,119462,2023-10-07,2023-10-20,63.08,Wire Transfer
772187,574422,2022-07-09,2024-02-16,707.9,Wire Transfer
585736,994181,2021-04-10,2021-08-04,1345.74,PayPal
203134,185433,2021-10-18,2024-02-19,1421.12,PayPal
833289,809359,2021-05-10,2023-03-03,682.4,PayPal
211124,117343,2020-03-21,2020-07-16,1504.92,PayPal
184084,775177,2020-09-10,2023-01-09,1899.61,Wire Transfer
130363,234896,2021-07-02,2021-08-06,281.76,PayPal
149376,672686,2020-08-13,2024-07-01,757.75,Wire Transfer
211495,897929,2019-11-02,2023-12-05,1716.89,Credit Card
415683,183078,2022-10-30,2023-12-25,1174.59,Credit Card
719533,892202,2023-08-05,2023-08-31,135.64,PayPal
351077,501085,2021-01-20,2023-04-01,350.99,Wire Transfer
255151,930704,2023-10-17,2023-11-11,1317.23,Credit Card
553348,926091,2021-06-19,2023-01-22,1887.52,Credit Card
743685,506695,2022-03-07,2023-01-05,992.22,Wire Transfer
367879,222634,2019-10-11,2023-08-14,636.63,Credit Card
925815,691631,2021-12-05,2023-04-21,767.77,Credit Card
452357,488113,2022-04-01,2024-05-13,872.66,Wire Transfer
401936,603236,2020-07-14,2023-12-14,104.88,PayPal
292001,677566,2021-12-30,2022-06-28,1819.21,Credit Card
772055,799392,2020-12-16,2022-06-19,1208.53,PayPal
339235,952275,2021-10-09,2023-09-30,504.34,PayPal
477564,105077,2022-11-24,2024-09-10,346.6,Wire Transfer
312394,285299,2021-10-21,2022-12-17,829.93,PayPal
339666,196674,2024-04-29,2024-05-10,1384.42,Wire Transfer
360314,799833,2021-04-25,2023-05-30,520.59,PayPal
463945,493077,2022-01-18,2022-04-23,404.92,Credit Card
565788,150470,2022-02-07,2022-06-18,1819.43,Wire Transfer
562347,933961,2022-04-21,2024-02-12,563.49,PayPal
388695,656990,2023-01-13,2023-11-24,1192.42,Wire Transfer
595465,667560,2021-01-08,2021-03-04,548.98,Wire Transfer
174003,551879,2024-03-30,2024-07-10,1267.06,Credit Card
459312,434256,2020-12-26,2021-05-03,165.37,Wire Transfer
388089,475447,2023-09-07,2023-12-30,336.75,PayPal
543447,195229,2022-04-02,2022-12-02,45.6,Wire Transfer
153046,376825,2021-09-15,2024-04-11,1164.4,Credit Card
898478,193614,2021-07-13,2022-08-13,297.06,PayPal
574435,313021,2022-12-29,2024-04-21,369.13,PayPal
657883,196830,2021-07-06,2024-04-13,244.32,PayPal
627528,660179,2024-06-29,2024-07-15,848.37,PayPal
111435,915303,2022-10-22,2023-06-24,1178.37,Wire Transfer
584388,213221,2022-09-29,2023-02-21,1758.45,PayPal
138152,506764,2021-08-04,2023-08-24,584.04,Wire Transfer
636174,949476,2020-07-10,2022-08-16,1075.77,Credit Card
959512,347594,2024-05-08,2024-06-19,1009.67,Wire Transfer
102489,651338,2022-08-14,2023-01-24,544.84,Wire Transfer
924965,481308,2023-06-17,2023-12-22,333.11,PayPal
828063,148237,2023-07-29,2023-11-17,1474.35,Wire Transfer
986472,721150,2020-10-25,2021-01-02,1127.58,Wire Transfer
457122,205135,2021-03-26,2022-05-21,553.79,PayPal
796223,774188,2022-02-13,2023-09-20,898.72,Wire Transfer
731374,571532,2021-10-02,2023-05-19,765.42,Credit Card
139345,485018,2020-01-12,2023-09-27,1926.9,Credit Card
